1,2,3,4,5
-0.037467178,-0.63078874,3.2721646,-0.46094212,-0.9176611
-0.041940875,-0.6310622,3.286762,-0.47552457,-1.4593414
-0.03377565,-0.62080866,3.2441492,-0.5087481,-0.48290548
-0.035288867,-0.6184194,3.2482035,-0.5513154,-0.68834275
-0.040292047,-0.61569136,3.2319977,-0.65959394,-1.2613896
-0.035228938,-0.6113859,3.2107565,-0.44101712,-0.65553254
-0.041940875,-0.6310622,3.286762,-0.47552457,-1.4593414
-0.03377565,-0.62080866,3.2441492,-0.5087481,-0.48290548
-0.035288867,-0.6184194,3.2482035,-0.5513154,-0.68834275
-0.040292047,-0.61569136,3.2319977,-0.65959394,-1.2613896
-0.035228938,-0.6113859,3.2107565,-0.44101712,-0.65553254
-0.037050765,-0.61181796,3.0965905,0.53016365,-0.873634
-0.03377565,-0.62080866,3.2441492,-0.5087481,-0.48290548
-0.035288867,-0.6184194,3.2482035,-0.5513154,-0.68834275
-0.040292047,-0.61569136,3.2319977,-0.65959394,-1.2613896
-0.035228938,-0.6113859,3.2107565,-0.44101712,-0.65553254
-0.037050765,-0.61181796,3.0965905,0.53016365,-0.873634
-0.0036634414,-0.61076826,3.067292,-0.23407681,-0.97974795
-0.035288867,-0.6184194,3.2482035,-0.5513154,-0.68834275
-0.040292047,-0.61569136,3.2319977,-0.65959394,-1.2613896
-0.035228938,-0.6113859,3.2107565,-0.44101712,-0.65553254
-0.037050765,-0.61181796,3.0965905,0.53016365,-0.873634
-0.0036634414,-0.61076826,3.067292,-0.23407681,-0.97974795
-0.03652116,-0.6055784,3.0722258,-0.49567267,-0.8124378
-0.040292047,-0.61569136,3.2319977,-0.65959394,-1.2613896
-0.035228938,-0.6113859,3.2107565,-0.44101712,-0.65553254
-0.037050765,-0.61181796,3.0965905,0.53016365,-0.873634
-0.0036634414,-0.61076826,3.067292,-0.23407681,-0.97974795
-0.03652116,-0.6055784,3.0722258,-0.49567267,-0.8124378
-0.034509055,-0.60541445,3.0833757,-0.44311962,-0.8773962
-0.035228938,-0.6113859,3.2107565,-0.44101712,-0.65553254
-0.037050765,-0.61181796,3.0965905,0.53016365,-0.873634
-0.0036634414,-0.61076826,3.067292,-0.23407681,-0.97974795
-0.03652116,-0.6055784,3.0722258,-0.49567267,-0.8124378
-0.034509055,-0.60541445,3.0833757,-0.44311962,-0.8773962
-0.03789809,-0.6031576,3.0826952,-0.36080608,-0.97752994
-0.037050765,-0.61181796,3.0965905,0.53016365,-0.873634
-0.0036634414,-0.61076826,3.067292,-0.23407681,-0.97974795
-0.03652116,-0.6055784,3.0722258,-0.49567267,-0.8124378
-0.034509055,-0.60541445,3.0833757,-0.44311962,-0.8773962
-0.03789809,-0.6031576,3.0826952,-0.36080608,-0.97752994
-0.03637884,-0.60311687,3.0841618,-0.3319409,-0.79635173
-0.0036634414,-0.61076826,3.067292,-0.23407681,-0.97974795
-0.03652116,-0.6055784,3.0722258,-0.49567267,-0.8124378
-0.034509055,-0.60541445,3.0833757,-0.44311962,-0.8773962
-0.03789809,-0.6031576,3.0826952,-0.36080608,-0.97752994
-0.03637884,-0.60311687,3.0841618,-0.3319409,-0.79635173
-0.036827788,-0.60319114,3.0699708,0.0922257,-0.8498687
-0.03652116,-0.6055784,3.0722258,-0.49567267,-0.8124378
-0.034509055,-0.60541445,3.0833757,-0.44311962,-0.8773962
-0.03789809,-0.6031576,3.0826952,-0.36080608,-0.97752994
-0.03637884,-0.60311687,3.0841618,-0.3319409,-0.79635173
-0.036827788,-0.60319114,3.0699708,0.0922257,-0.8498687
-0.03747896,-0.6038373,3.1064126,0.18937938,-0.9273263
-0.034509055,-0.60541445,3.0833757,-0.44311962,-0.8773962
-0.03789809,-0.6031576,3.0826952,-0.36080608,-0.97752994
-0.03637884,-0.60311687,3.0841618,-0.3319409,-0.79635173
-0.036827788,-0.60319114,3.0699708,0.0922257,-0.8498687
-0.03747896,-0.6038373,3.1064126,0.18937938,-0.9273263
-0.007701642,-0.6049953,3.1359053,0.117056735,-0.8310058
-0.03789809,-0.6031576,3.0826952,-0.36080608,-0.97752994
-0.03637884,-0.60311687,3.0841618,-0.3319409,-0.79635173
-0.036827788,-0.60319114,3.0699708,0.0922257,-0.8498687
-0.03747896,-0.6038373,3.1064126,0.18937938,-0.9273263
-0.007701642,-0.6049953,3.1359053,0.117056735,-0.8310058
-0.037079573,-0.60813105,3.1009502,-0.10569533,-0.87830204
-0.03637884,-0.60311687,3.0841618,-0.3319409,-0.79635173
-0.036827788,-0.60319114,3.0699708,0.0922257,-0.8498687
-0.03747896,-0.6038373,3.1064126,0.18937938,-0.9273263
-0.007701642,-0.6049953,3.1359053,0.117056735,-0.8310058
-0.037079573,-0.60813105,3.1009502,-0.10569533,-0.87830204
-0.036924545,-0.6121543,3.0880504,-0.19975655,-0.85842144
-0.036827788,-0.60319114,3.0699708,0.0922257,-0.8498687
-0.03747896,-0.6038373,3.1064126,0.18937938,-0.9273263
-0.007701642,-0.6049953,3.1359053,0.117056735,-0.8310058
-0.037079573,-0.60813105,3.1009502,-0.10569533,-0.87830204
-0.036924545,-0.6121543,3.0880504,-0.19975655,-0.85842144
-0.039707575,-0.6690623,3.1101665,0.07696172,-1.1968828
-0.03747896,-0.6038373,3.1064126,0.18937938,-0.9273263
-0.007701642,-0.6049953,3.1359053,0.117056735,-0.8310058
-0.037079573,-0.60813105,3.1009502,-0.10569533,-0.87830204
-0.036924545,-0.6121543,3.0880504,-0.19975655,-0.85842144
-0.039707575,-0.6690623,3.1101665,0.07696172,-1.1968828
-0.03505936,-0.72274846,3.0763009,2.095631,-0.6602534
-0.007701642,-0.6049953,3.1359053,0.117056735,-0.8310058
-0.037079573,-0.60813105,3.1009502,-0.10569533,-0.87830204
-0.036924545,-0.6121543,3.0880504,-0.19975655,-0.85842144
-0.039707575,-0.6690623,3.1101665,0.07696172,-1.1968828
-0.03505936,-0.72274846,3.0763009,2.095631,-0.6602534
-0.03628006,-0.7226881,3.0901804,-0.27711454,-0.8565281
-0.037079573,-0.60813105,3.1009502,-0.10569533,-0.87830204
-0.036924545,-0.6121543,3.0880504,-0.19975655,-0.85842144
-0.039707575,-0.6690623,3.1101665,0.07696172,-1.1968828
-0.03505936,-0.72274846,3.0763009,2.095631,-0.6602534
-0.03628006,-0.7226881,3.0901804,-0.27711454,-0.8565281
-0.04011582,-0.7223147,3.093473,-0.54758483,-1.2255917
-0.036924545,-0.6121543,3.0880504,-0.19975655,-0.85842144
-0.039707575,-0.6690623,3.1101665,0.07696172,-1.1968828
-0.03505936,-0.72274846,3.0763009,2.095631,-0.6602534
-0.03628006,-0.7226881,3.0901804,-0.27711454,-0.8565281
-0.04011582,-0.7223147,3.093473,-0.54758483,-1.2255917
-0.040536154,-0.74120915,3.0884976,-0.38844788,-1.2713506
-0.039707575,-0.6690623,3.1101665,0.07696172,-1.1968828
-0.03505936,-0.72274846,3.0763009,2.095631,-0.6602534
-0.03628006,-0.7226881,3.0901804,-0.27711454,-0.8565281
-0.04011582,-0.7223147,3.093473,-0.54758483,-1.2255917
-0.040536154,-0.74120915,3.0884976,-0.38844788,-1.2713506
-0.038623065,-0.79052615,3.0883968,-0.28025666,-1.0150902
-0.03505936,-0.72274846,3.0763009,2.095631,-0.6602534
-0.03628006,-0.7226881,3.0901804,-0.27711454,-0.8565281
-0.04011582,-0.7223147,3.093473,-0.54758483,-1.2255917
-0.040536154,-0.74120915,3.0884976,-0.38844788,-1.2713506
-0.038623065,-0.79052615,3.0883968,-0.28025666,-1.0150902
-0.029391985,-0.7955366,3.0952113,-0.26085532,-1.2108654
-0.03628006,-0.7226881,3.0901804,-0.27711454,-0.8565281
-0.04011582,-0.7223147,3.093473,-0.54758483,-1.2255917
-0.040536154,-0.74120915,3.0884976,-0.38844788,-1.2713506
-0.038623065,-0.79052615,3.0883968,-0.28025666,-1.0150902
-0.029391985,-0.7955366,3.0952113,-0.26085532,-1.2108654
-0.029162778,-0.79316694,3.1048608,-0.39393654,-0.7069693
-0.04011582,-0.7223147,3.093473,-0.54758483,-1.2255917
-0.040536154,-0.74120915,3.0884976,-0.38844788,-1.2713506
-0.038623065,-0.79052615,3.0883968,-0.28025666,-1.0150902
-0.029391985,-0.7955366,3.0952113,-0.26085532,-1.2108654
-0.029162778,-0.79316694,3.1048608,-0.39393654,-0.7069693
-0.037298374,-0.7930397,3.1269445,-0.33778438,-0.84051687
-0.040536154,-0.74120915,3.0884976,-0.38844788,-1.2713506
-0.038623065,-0.79052615,3.0883968,-0.28025666,-1.0150902
-0.029391985,-0.7955366,3.0952113,-0.26085532,-1.2108654
-0.029162778,-0.79316694,3.1048608,-0.39393654,-0.7069693
-0.037298374,-0.7930397,3.1269445,-0.33778438,-0.84051687
-0.038036194,-0.79308534,3.1198075,-0.4557602,-0.93850106
-0.038623065,-0.79052615,3.0883968,-0.28025666,-1.0150902
-0.029391985,-0.7955366,3.0952113,-0.26085532,-1.2108654
-0.029162778,-0.79316694,3.1048608,-0.39393654,-0.7069693
-0.037298374,-0.7930397,3.1269445,-0.33778438,-0.84051687
-0.038036194,-0.79308534,3.1198075,-0.4557602,-0.93850106
-0.039740257,-0.7930904,3.1167543,-0.5981722,-1.1648539
-0.029391985,-0.7955366,3.0952113,-0.26085532,-1.2108654
-0.029162778,-0.79316694,3.1048608,-0.39393654,-0.7069693
-0.037298374,-0.7930397,3.1269445,-0.33778438,-0.84051687
-0.038036194,-0.79308534,3.1198075,-0.4557602,-0.93850106
-0.039740257,-0.7930904,3.1167543,-0.5981722,-1.1648539
-0.03837696,-0.7930787,3.1377842,-0.5066514,-0.98376846
-0.029162778,-0.79316694,3.1048608,-0.39393654,-0.7069693
-0.037298374,-0.7930397,3.1269445,-0.33778438,-0.84051687
-0.038036194,-0.79308534,3.1198075,-0.4557602,-0.93850106
-0.039740257,-0.7930904,3.1167543,-0.5981722,-1.1648539
-0.03837696,-0.7930787,3.1377842,-0.5066514,-0.98376846
-0.039399374,-0.79306644,3.0462608,0.9746473,-1.1195787
-0.037298374,-0.7930397,3.1269445,-0.33778438,-0.84051687
-0.038036194,-0.79308534,3.1198075,-0.4557602,-0.93850106
-0.039740257,-0.7930904,3.1167543,-0.5981722,-1.1648539
-0.03837696,-0.7930787,3.1377842,-0.5066514,-0.98376846
-0.039399374,-0.79306644,3.0462608,0.9746473,-1.1195787
-0.03739315,-0.79306114,3.0837257,-0.35205522,-0.853037
-0.038036194,-0.79308534,3.1198075,-0.4557602,-0.93850106
-0.039740257,-0.7930904,3.1167543,-0.5981722,-1.1648539
-0.03837696,-0.7930787,3.1377842,-0.5066514,-0.98376846
-0.039399374,-0.79306644,3.0462608,0.9746473,-1.1195787
-0.03739315,-0.79306114,3.0837257,-0.35205522,-0.853037
-0.03750846,-0.79350567,3.1496403,0.11436612,-0.868241
-0.039740257,-0.7930904,3.1167543,-0.5981722,-1.1648539
-0.03837696,-0.7930787,3.1377842,-0.5066514,-0.98376846
-0.039399374,-0.79306644,3.0462608,0.9746473,-1.1195787
-0.03739315,-0.79306114,3.0837257,-0.35205522,-0.853037
-0.03750846,-0.79350567,3.1496403,0.11436612,-0.868241
-0.038039736,-0.79379565,3.137922,-0.55797404,-0.9387363
-0.03837696,-0.7930787,3.1377842,-0.5066514,-0.98376846
-0.039399374,-0.79306644,3.0462608,0.9746473,-1.1195787
-0.03739315,-0.79306114,3.0837257,-0.35205522,-0.853037
-0.03750846,-0.79350567,3.1496403,0.11436612,-0.868241
-0.038039736,-0.79379565,3.137922,-0.55797404,-0.9387363
-0.0381109,-0.79983884,3.1600735,-0.61038595,-0.9467548
-0.039399374,-0.79306644,3.0462608,0.9746473,-1.1195787
-0.03739315,-0.79306114,3.0837257,-0.35205522,-0.853037
-0.03750846,-0.79350567,3.1496403,0.11436612,-0.868241
-0.038039736,-0.79379565,3.137922,-0.55797404,-0.9387363
-0.0381109,-0.79983884,3.1600735,-0.61038595,-0.9467548
-0.039454322,-0.80996716,3.1434448,-0.5026307,-1.1232468
-0.03739315,-0.79306114,3.0837257,-0.35205522,-0.853037
-0.03750846,-0.79350567,3.1496403,0.11436612,-0.868241
-0.038039736,-0.79379565,3.137922,-0.55797404,-0.9387363
-0.0381109,-0.79983884,3.1600735,-0.61038595,-0.9467548
-0.039454322,-0.80996716,3.1434448,-0.5026307,-1.1232468
-0.042125918,-0.80996364,3.127505,-0.5123059,-1.4817462
-0.03750846,-0.79350567,3.1496403,0.11436612,-0.868241
-0.038039736,-0.79379565,3.137922,-0.55797404,-0.9387363
-0.0381109,-0.79983884,3.1600735,-0.61038595,-0.9467548
-0.039454322,-0.80996716,3.1434448,-0.5026307,-1.1232468
-0.042125918,-0.80996364,3.127505,-0.5123059,-1.4817462
-0.030907013,-0.80990237,3.082968,-0.031011123,0.023695098
-0.038039736,-0.79379565,3.137922,-0.55797404,-0.9387363
-0.0381109,-0.79983884,3.1600735,-0.61038595,-0.9467548
-0.039454322,-0.80996716,3.1434448,-0.5026307,-1.1232468
-0.042125918,-0.80996364,3.127505,-0.5123059,-1.4817462
-0.030907013,-0.80990237,3.082968,-0.031011123,0.023695098
-0.036795698,-0.80716234,3.013193,1.6581063,-0.9304915
-0.0381109,-0.79983884,3.1600735,-0.61038595,-0.9467548
-0.039454322,-0.80996716,3.1434448,-0.5026307,-1.1232468
-0.042125918,-0.80996364,3.127505,-0.5123059,-1.4817462
-0.030907013,-0.80990237,3.082968,-0.031011123,0.023695098
-0.036795698,-0.80716234,3.013193,1.6581063,-0.9304915
-0.038932856,-0.8033149,2.986709,0.82987535,-1.0551572
-0.039454322,-0.80996716,3.1434448,-0.5026307,-1.1232468
-0.042125918,-0.80996364,3.127505,-0.5123059,-1.4817462
-0.030907013,-0.80990237,3.082968,-0.031011123,0.023695098
-0.036795698,-0.80716234,3.013193,1.6581063,-0.9304915
-0.038932856,-0.8033149,2.986709,0.82987535,-1.0551572
-0.027155831,-0.8025716,2.994756,1.1454947,-0.88503724
-0.042125918,-0.80996364,3.127505,-0.5123059,-1.4817462
-0.030907013,-0.80990237,3.082968,-0.031011123,0.023695098
-0.036795698,-0.80716234,3.013193,1.6581063,-0.9304915
-0.038932856,-0.8033149,2.986709,0.82987535,-1.0551572
-0.027155831,-0.8025716,2.994756,1.1454947,-0.88503724
-0.039030753,-0.80240655,3.0115752,-0.32405388,-1.0682999
-0.030907013,-0.80990237,3.082968,-0.031011123,0.023695098
-0.036795698,-0.80716234,3.013193,1.6581063,-0.9304915
-0.038932856,-0.8033149,2.986709,0.82987535,-1.0551572
-0.027155831,-0.8025716,2.994756,1.1454947,-0.88503724
-0.039030753,-0.80240655,3.0115752,-0.32405388,-1.0682999
-0.039914116,-0.80765134,3.023677,-0.15326749,-1.1847725
-0.036795698,-0.80716234,3.013193,1.6581063,-0.9304915
-0.038932856,-0.8033149,2.986709,0.82987535,-1.0551572
-0.027155831,-0.8025716,2.994756,1.1454947,-0.88503724
-0.039030753,-0.80240655,3.0115752,-0.32405388,-1.0682999
-0.039914116,-0.80765134,3.023677,-0.15326749,-1.1847725
-0.03975288,-0.86087775,3.0135171,0.8964778,-1.156371
-0.038932856,-0.8033149,2.986709,0.82987535,-1.0551572
-0.027155831,-0.8025716,2.994756,1.1454947,-0.88503724
-0.039030753,-0.80240655,3.0115752,-0.32405388,-1.0682999
-0.039914116,-0.80765134,3.023677,-0.15326749,-1.1847725
-0.03975288,-0.86087775,3.0135171,0.8964778,-1.156371
-0.03707702,-0.92633754,3.0105178,-0.28996435,-0.76660275
-0.027155831,-0.8025716,2.994756,1.1454947,-0.88503724
-0.039030753,-0.80240655,3.0115752,-0.32405388,-1.0682999
-0.039914116,-0.80765134,3.023677,-0.15326749,-1.1847725
-0.03975288,-0.86087775,3.0135171,0.8964778,-1.156371
-0.03707702,-0.92633754,3.0105178,-0.28996435,-0.76660275
-0.0383569,-0.92682266,3.0045426,-0.55067915,-0.937534
-0.039030753,-0.80240655,3.0115752,-0.32405388,-1.0682999
-0.039914116,-0.80765134,3.023677,-0.15326749,-1.1847725
-0.03975288,-0.86087775,3.0135171,0.8964778,-1.156371
-0.03707702,-0.92633754,3.0105178,-0.28996435,-0.76660275
-0.0383569,-0.92682266,3.0045426,-0.55067915,-0.937534
-0.03998339,-0.92760974,2.996861,-0.48068625,-1.2736312
-0.039914116,-0.80765134,3.023677,-0.15326749,-1.1847725
-0.03975288,-0.86087775,3.0135171,0.8964778,-1.156371
-0.03707702,-0.92633754,3.0105178,-0.28996435,-0.76660275
-0.0383569,-0.92682266,3.0045426,-0.55067915,-0.937534
-0.03998339,-0.92760974,2.996861,-0.48068625,-1.2736312
-0.040673237,-0.92759126,3.0025125,-0.5903779,-1.2718738
-0.03975288,-0.86087775,3.0135171,0.8964778,-1.156371
-0.03707702,-0.92633754,3.0105178,-0.28996435,-0.76660275
-0.0383569,-0.92682266,3.0045426,-0.55067915,-0.937534
-0.03998339,-0.92760974,2.996861,-0.48068625,-1.2736312
-0.040673237,-0.92759126,3.0025125,-0.5903779,-1.2718738
-0.037335083,-0.92719966,3.0120952,-0.5989253,-1.3914065
-0.03707702,-0.92633754,3.0105178,-0.28996435,-0.76660275
-0.0383569,-0.92682266,3.0045426,-0.55067915,-0.937534
-0.03998339,-0.92760974,2.996861,-0.48068625,-1.2736312
-0.040673237,-0.92759126,3.0025125,-0.5903779,-1.2718738
-0.037335083,-0.92719966,3.0120952,-0.5989253,-1.3914065
-0.027747024,-0.92711586,2.9987597,-0.66149515,-1.0969794
-0.0383569,-0.92682266,3.0045426,-0.55067915,-0.937534
-0.03998339,-0.92760974,2.996861,-0.48068625,-1.2736312
-0.040673237,-0.92759126,3.0025125,-0.5903779,-1.2718738
-0.037335083,-0.92719966,3.0120952,-0.5989253,-1.3914065
-0.027747024,-0.92711586,2.9987597,-0.66149515,-1.0969794
-0.038048692,-0.9268715,3.0133526,-0.67052686,-0.93050545
-0.03998339,-0.92760974,2.996861,-0.48068625,-1.2736312
-0.040673237,-0.92759126,3.0025125,-0.5903779,-1.2718738
-0.037335083,-0.92719966,3.0120952,-0.5989253,-1.3914065
-0.027747024,-0.92711586,2.9987597,-0.66149515,-1.0969794
-0.038048692,-0.9268715,3.0133526,-0.67052686,-0.93050545
-0.026616512,-0.92683375,3.0099394,-0.7218754,-0.82644504
-0.040673237,-0.92759126,3.0025125,-0.5903779,-1.2718738
-0.037335083,-0.92719966,3.0120952,-0.5989253,-1.3914065
-0.027747024,-0.92711586,2.9987597,-0.66149515,-1.0969794
-0.038048692,-0.9268715,3.0133526,-0.67052686,-0.93050545
-0.026616512,-0.92683375,3.0099394,-0.7218754,-0.82644504
-0.030107675,-0.92670447,3.0150752,-0.6626253,-0.9345496
-0.037335083,-0.92719966,3.0120952,-0.5989253,-1.3914065
-0.027747024,-0.92711586,2.9987597,-0.66149515,-1.0969794
-0.038048692,-0.9268715,3.0133526,-0.67052686,-0.93050545
-0.026616512,-0.92683375,3.0099394,-0.7218754,-0.82644504
-0.030107675,-0.92670447,3.0150752,-0.6626253,-0.9345496
-0.038653888,-0.92853916,3.006305,-0.70961326,-0.9798563
-0.027747024,-0.92711586,2.9987597,-0.66149515,-1.0969794
-0.038048692,-0.9268715,3.0133526,-0.67052686,-0.93050545
-0.026616512,-0.92683375,3.0099394,-0.7218754,-0.82644504
-0.030107675,-0.92670447,3.0150752,-0.6626253,-0.9345496
-0.038653888,-0.92853916,3.006305,-0.70961326,-0.9798563
-0.038263097,-0.92977726,2.9999492,-0.6839668,-0.9229084
-0.038048692,-0.9268715,3.0133526,-0.67052686,-0.93050545
-0.026616512,-0.92683375,3.0099394,-0.7218754,-0.82644504
-0.030107675,-0.92670447,3.0150752,-0.6626253,-0.9345496
-0.038653888,-0.92853916,3.006305,-0.70961326,-0.9798563
-0.038263097,-0.92977726,2.9999492,-0.6839668,-0.9229084
-0.038667224,-0.9273922,3.0058012,-0.6823942,-0.9821667
-0.026616512,-0.92683375,3.0099394,-0.7218754,-0.82644504
-0.030107675,-0.92670447,3.0150752,-0.6626253,-0.9345496
-0.038653888,-0.92853916,3.006305,-0.70961326,-0.9798563
-0.038263097,-0.92977726,2.9999492,-0.6839668,-0.9229084
-0.038667224,-0.9273922,3.0058012,-0.6823942,-0.9821667
-0.03895015,-0.92613065,3.0166318,-0.7244592,-1.0234154
-0.030107675,-0.92670447,3.0150752,-0.6626253,-0.9345496
-0.038653888,-0.92853916,3.006305,-0.70961326,-0.9798563
-0.038263097,-0.92977726,2.9999492,-0.6839668,-0.9229084
-0.038667224,-0.9273922,3.0058012,-0.6823942,-0.9821667
-0.03895015,-0.92613065,3.0166318,-0.7244592,-1.0234154
-0.0380506,-0.92616343,3.0153112,-0.6541116,-0.8935813
-0.038653888,-0.92853916,3.006305,-0.70961326,-0.9798563
-0.038263097,-0.92977726,2.9999492,-0.6839668,-0.9229084
-0.038667224,-0.9273922,3.0058012,-0.6823942,-0.9821667
-0.03895015,-0.92613065,3.0166318,-0.7244592,-1.0234154
-0.0380506,-0.92616343,3.0153112,-0.6541116,-0.8935813
-0.038661588,-0.92616856,3.0224397,-0.68882364,-0.9817593
-0.038263097,-0.92977726,2.9999492,-0.6839668,-0.9229084
-0.038667224,-0.9273922,3.0058012,-0.6823942,-0.9821667
-0.03895015,-0.92613065,3.0166318,-0.7244592,-1.0234154
-0.0380506,-0.92616343,3.0153112,-0.6541116,-0.8935813
-0.038661588,-0.92616856,3.0224397,-0.68882364,-0.9817593
-0.03909317,-0.92615783,3.0134132,-0.6858259,-1.0440495
-0.038667224,-0.9273922,3.0058012,-0.6823942,-0.9821667
-0.03895015,-0.92613065,3.0166318,-0.7244592,-1.0234154
-0.0380506,-0.92616343,3.0153112,-0.6541116,-0.8935813
-0.038661588,-0.92616856,3.0224397,-0.68882364,-0.9817593
-0.03909317,-0.92615783,3.0134132,-0.6858259,-1.0440495
-0.020653844,-0.92560226,3.0170174,-0.6555562,-0.9134197
-0.03895015,-0.92613065,3.0166318,-0.7244592,-1.0234154
-0.0380506,-0.92616343,3.0153112,-0.6541116,-0.8935813
-0.038661588,-0.92616856,3.0224397,-0.68882364,-0.9817593
-0.03909317,-0.92615783,3.0134132,-0.6858259,-1.0440495
-0.020653844,-0.92560226,3.0170174,-0.6555562,-0.9134197
-0.022336477,-0.9234856,3.0119526,-0.49327216,-0.9364005
-0.0380506,-0.92616343,3.0153112,-0.6541116,-0.8935813
-0.038661588,-0.92616856,3.0224397,-0.68882364,-0.9817593
-0.03909317,-0.92615783,3.0134132,-0.6858259,-1.0440495
-0.020653844,-0.92560226,3.0170174,-0.6555562,-0.9134197
-0.022336477,-0.9234856,3.0119526,-0.49327216,-0.9364005
-0.039029207,-0.9219129,3.0033445,-0.6040178,-1.0360664
-0.038661588,-0.92616856,3.0224397,-0.68882364,-0.9817593
-0.03909317,-0.92615783,3.0134132,-0.6858259,-1.0440495
-0.020653844,-0.92560226,3.0170174,-0.6555562,-0.9134197
-0.022336477,-0.9234856,3.0119526,-0.49327216,-0.9364005
-0.039029207,-0.9219129,3.0033445,-0.6040178,-1.0360664
-0.039453346,-0.9218301,3.0296013,-0.62999266,-1.0971332
-0.03909317,-0.92615783,3.0134132,-0.6858259,-1.0440495
-0.020653844,-0.92560226,3.0170174,-0.6555562,-0.9134197
-0.022336477,-0.9234856,3.0119526,-0.49327216,-0.9364005
-0.039029207,-0.9219129,3.0033445,-0.6040178,-1.0360664
-0.039453346,-0.9218301,3.0296013,-0.62999266,-1.0971332
-0.03786386,-0.9196546,3.0393047,-0.59438527,-0.869339
-0.020653844,-0.92560226,3.0170174,-0.6555562,-0.9134197
-0.022336477,-0.9234856,3.0119526,-0.49327216,-0.9364005
-0.039029207,-0.9219129,3.0033445,-0.6040178,-1.0360664
-0.039453346,-0.9218301,3.0296013,-0.62999266,-1.0971332
-0.03786386,-0.9196546,3.0393047,-0.59438527,-0.869339
-0.03921558,-0.91919756,3.0278354,-0.65011114,-1.0636683
-0.022336477,-0.9234856,3.0119526,-0.49327216,-0.9364005
-0.039029207,-0.9219129,3.0033445,-0.6040178,-1.0360664
-0.039453346,-0.9218301,3.0296013,-0.62999266,-1.0971332
-0.03786386,-0.9196546,3.0393047,-0.59438527,-0.869339
-0.03921558,-0.91919756,3.0278354,-0.65011114,-1.0636683
-0.037876897,-0.9174276,3.039287,-0.645642,-0.87204146
-0.039029207,-0.9219129,3.0033445,-0.6040178,-1.0360664
-0.039453346,-0.9218301,3.0296013,-0.62999266,-1.0971332
-0.03786386,-0.9196546,3.0393047,-0.59438527,-0.869339
